simulation_time_s,archive_control_time_s,gap_occupancy,vsl_active,rm_active,vsl_lanes,vsl_limit_m_s,signal_program,transitions
3210.5,3210.0,0.14916601,0,0,,25.0,0,
3240.5,3240.0,0.17099519,0,0,,25.0,0,
3270.5,3270.0,0.15616254,0,0,,25.0,0,
3300.5,3300.0,0.20331915,0,1,,25.0,metered,rm_on
3330.5,3330.0,0.17967088,0,1,,25.0,metered,
3360.5,3360.0,0.11138475,0,0,,25.0,0,rm_off
3390.5,3390.0,0.1721846,0,0,,25.0,0,
3420.5,3420.0,0.21724225,0,1,,25.0,metered,rm_on
3450.5,3450.0,0.15672227,0,1,,25.0,metered,
3480.5,3480.0,0.08815627,0,0,,25.0,0,rm_off
3510.5,3510.0,0.18274936,0,0,,25.0,0,
3540.5,3540.0,0.22172003,0,1,,25.0,metered,rm_on
3570.5,3570.0,0.13531288,0,0,,25.0,0,rm_off
3600.5,3600.0,0.05912068,0,0,,25.0,0,
3630.5,3630.0,0.10648718,0,0,,25.0,0,
3660.5,3660.0,0.19716221,0,0,,25.0,0,
3690.5,3690.0,0.24410892,0,1,,25.0,metered,rm_on
3720.5,3720.0,0.16567782,0,1,,25.0,metered,
3750.5,3750.0,0.12537781,0,0,,25.0,0,rm_off
3780.5,3780.0,0.04701668,0,0,,25.0,0,
3810.5,3810.0,0.04897571,0,0,,25.0,0,
3840.5,3840.0,0.04876581,0,0,,25.0,0,
3870.5,3870.0,0.05667189,0,0,,25.0,0,
3900.5,3900.0,0.05597224,0,0,,25.0,0,
3930.5,3930.0,0.04085973,0,0,,25.0,0,
3960.5,3960.0,0.03442293,0,0,,25.0,0,
3990.5,3990.0,0.05317363,0,0,,25.0,0,
4020.5,4020.0,0.05352345,0,0,,25.0,0,
4050.5,4050.0,0.05492276,0,0,,25.0,0,
4080.5,4080.0,0.04981529,0,0,,25.0,0,
4110.5,4110.0,0.04785626,0,0,,25.0,0,
4140.5,4140.0,0.05996026,0,0,,25.0,0,
4170.5,4170.0,0.0288257,0,0,,25.0,0,
