simulation_time_s,archive_control_time_s,gap_occupancy,vsl_active,rm_active,vsl_lanes,vsl_limit_m_s,signal_program,transitions
2730.5,2730.0,0.18673738,1,0,E_weaving_0,12.0,0,
2760.5,2760.0,0.14468823,1,0,E_weaving_0,12.0,0,
2790.5,2790.0,0.10865611,1,0,E_weaving_0,12.0,0,
2820.5,2820.0,0.1074667,1,0,E_weaving_0,12.0,0,
2850.5,2850.0,0.11838128,1,0,E_weaving_0,12.0,0,
2880.5,2880.0,0.14727695,1,0,E_weaving_0,12.0,0,
2910.5,2910.0,0.10942572,1,0,E_weaving_0,12.0,0,
2940.5,2940.0,0.10928579,1,0,E_weaving_0,12.0,0,
2970.5,2970.0,0.11173458,1,0,E_weaving_0,12.0,0,
3000.5,3000.0,0.1360825,1,0,E_weaving_0,12.0,0,
3030.5,3030.0,0.10333874,0,0,E_weaving_0,25.0,0,vsl_off
3060.5,3060.0,0.12180958,0,0,E_weaving_0,25.0,0,
3090.5,3090.0,0.10606739,0,0,E_weaving_0,25.0,0,
3120.5,3120.0,0.13461323,0,0,E_weaving_0,25.0,0,
3150.5,3150.0,0.07836113,0,0,E_weaving_0,25.0,0,
3180.5,3180.0,0.07528266,0,0,E_weaving_0,25.0,0,
3210.5,3210.0,0.06884585,0,0,E_weaving_0,25.0,0,
3240.5,3240.0,0.06499776,0,0,E_weaving_0,25.0,0,
3270.5,3270.0,0.05289376,0,0,E_weaving_0,25.0,0,
3300.5,3300.0,0.04897571,0,0,E_weaving_0,25.0,0,
3330.5,3330.0,0.06268891,0,0,E_weaving_0,25.0,0,
3360.5,3360.0,0.06156946,0,0,E_weaving_0,25.0,0,
3390.5,3390.0,0.05569238,0,0,E_weaving_0,25.0,0,
3420.5,3420.0,0.0562521,0,0,E_weaving_0,25.0,0,
3450.5,3450.0,0.05961043,0,0,E_weaving_0,25.0,0,
3480.5,3480.0,0.06800627,0,0,E_weaving_0,25.0,0,
3510.5,3510.0,0.06296877,0,0,E_weaving_0,25.0,0,
3540.5,3540.0,0.07507276,0,0,E_weaving_0,25.0,0,
3570.5,3570.0,0.05989029,0,0,E_weaving_0,25.0,0,
3600.5,3600.0,0.05149446,0,0,E_weaving_0,25.0,0,
3630.5,3630.0,0.05737154,0,0,E_weaving_0,25.0,0,
3660.5,3660.0,0.05681182,0,0,E_weaving_0,25.0,0,
3690.5,3690.0,0.05345349,0,0,E_weaving_0,25.0,0,
3720.5,3720.0,0.04337848,0,0,E_weaving_0,25.0,0,
3750.5,3750.0,0.0663271,0,0,E_weaving_0,25.0,0,
3780.5,3780.0,0.04449793,0,0,E_weaving_0,25.0,0,
3810.5,3810.0,0.04561737,0,0,E_weaving_0,25.0,0,
3840.5,3840.0,0.07052502,0,0,E_weaving_0,25.0,0,
3870.5,3870.0,0.05905071,0,0,E_weaving_0,25.0,0,
3900.5,3900.0,0.05821113,0,0,E_weaving_0,25.0,0,
3930.5,3930.0,0.04841599,0,0,E_weaving_0,25.0,0,
3960.5,3960.0,0.01931042,0,0,E_weaving_0,25.0,0,
3990.5,3990.0,0.04225904,0,0,E_weaving_0,25.0,0,
4020.5,4020.0,0.0,0,0,E_weaving_0,25.0,0,
