period,scenario,departed,arrived,capacity_veh_h,throughput_veh_h,avg_delay_s_veh,peak_delay_s_veh,avg_queue_veh,peak_queue_veh,avg_time_in_queue_s_veh,avg_excess_acc_veh,peak_excess_acc_veh,net_total_timeloss_veh_s,avg_speed_weaving_kmh,avg_net_delay_s_veh
peak,vsl,4493,4493,6533.6,4022.9,15.23,33.37,19.16,40.21,0.838,19.16,40.21,192840.8,44.37,42.92
