simulation_time_s,archive_control_time_s,gap_occupancy,vsl_active,rm_active,vsl_lanes,vsl_limit_m_s,signal_program,transitions
2730.5,2730.0,0.21507332,1,0,E_weaving_0,12.0,0,
2760.5,2760.0,0.2282268,1,0,E_weaving_0,12.0,0,
2790.5,2790.0,0.22290944,1,0,E_weaving_0,12.0,0,
2820.5,2820.0,0.23571309,1,0,E_weaving_0,12.0,0,
2850.5,2850.0,0.16910612,1,0,E_weaving_0,12.0,0,
2880.5,2880.0,0.1889063,1,0,E_weaving_0,12.0,0,
2910.5,2910.0,0.22283947,1,0,E_weaving_0,12.0,0,
2940.5,2940.0,0.17953095,1,0,E_weaving_0,12.0,0,
2970.5,2970.0,0.17911116,1,0,E_weaving_0,12.0,0,
3000.5,3000.0,0.18470838,1,0,E_weaving_0,12.0,0,
3030.5,3030.0,0.17267435,1,0,E_weaving_0,12.0,0,
3060.5,3060.0,0.18778686,1,0,E_weaving_0,12.0,0,
3090.5,3090.0,0.18190977,1,0,E_weaving_0,12.0,0,
3120.5,3120.0,0.16567782,1,0,E_weaving_0,12.0,0,
3150.5,3150.0,0.20744711,1,0,E_weaving_0,12.0,0,
3180.5,3180.0,0.18190977,1,0,E_weaving_0,12.0,0,
3210.5,3210.0,0.13916098,1,0,E_weaving_0,12.0,0,
3240.5,3240.0,0.13524292,1,0,E_weaving_0,12.0,0,
3270.5,3270.0,0.15126497,1,0,E_weaving_0,12.0,0,
3300.5,3300.0,0.15308407,1,0,E_weaving_0,12.0,0,
3330.5,3330.0,0.18337904,1,0,E_weaving_0,12.0,0,
3360.5,3360.0,0.15763181,1,0,E_weaving_0,12.0,0,
3390.5,3390.0,0.18023061,1,0,E_weaving_0,12.0,0,
3420.5,3420.0,0.2264077,1,0,E_weaving_0,12.0,0,
3450.5,3450.0,0.17729206,1,0,E_weaving_0,12.0,0,
3480.5,3480.0,0.19513321,1,0,E_weaving_0,12.0,0,
3510.5,3510.0,0.20996586,1,0,E_weaving_0,12.0,0,
3540.5,3540.0,0.20045058,1,0,E_weaving_0,12.0,0,
3570.5,3570.0,0.13727191,1,0,E_weaving_0,12.0,0,
3600.5,3600.0,0.07920072,0,0,E_weaving_0,25.0,0,vsl_off
3630.5,3630.0,0.13517295,0,0,E_weaving_0,25.0,0,
3660.5,3660.0,0.20660752,1,0,E_weaving_0,12.0,0,vsl_on
3690.5,3690.0,0.19926117,1,0,E_weaving_0,12.0,0,
3720.5,3720.0,0.16071029,1,0,E_weaving_0,12.0,0,
3750.5,3750.0,0.14049032,1,0,E_weaving_0,12.0,0,
3780.5,3780.0,0.08115974,0,0,E_weaving_0,25.0,0,vsl_off
3810.5,3810.0,0.09095489,0,0,E_weaving_0,25.0,0,
3840.5,3840.0,0.06940557,0,0,E_weaving_0,25.0,0,
3870.5,3870.0,0.06156946,0,0,E_weaving_0,25.0,0,
3900.5,3900.0,0.05177432,0,0,E_weaving_0,25.0,0,
3930.5,3930.0,0.04673682,0,0,E_weaving_0,25.0,0,
3960.5,3960.0,0.06296877,0,0,E_weaving_0,25.0,0,
3990.5,3990.0,0.04281876,0,0,E_weaving_0,25.0,0,
4020.5,4020.0,0.09095489,0,0,E_weaving_0,25.0,0,
4050.5,4050.0,0.06296877,0,0,E_weaving_0,25.0,0,
4080.5,4080.0,0.06800627,0,0,E_weaving_0,25.0,0,
4110.5,4110.0,0.0526139,0,0,E_weaving_0,25.0,0,
4140.5,4140.0,0.05961043,0,0,E_weaving_0,25.0,0,
4170.5,4170.0,0.04225904,0,0,E_weaving_0,25.0,0,
4200.5,4200.0,0.06380835,0,0,E_weaving_0,25.0,0,
4230.5,4230.0,0.03862084,0,0,E_weaving_0,25.0,0,
4260.5,4260.0,0.05597224,0,0,E_weaving_0,25.0,0,
4290.5,4290.0,0.07815124,0,0,E_weaving_0,25.0,0,
4320.5,4320.0,0.04925557,0,0,E_weaving_0,25.0,0,
4350.5,4350.0,0.06604724,0,0,E_weaving_0,25.0,0,
4380.5,4380.0,0.03582223,0,0,E_weaving_0,25.0,0,
