simulation_time_s,archive_control_time_s,gap_occupancy,vsl_active,rm_active,vsl_lanes,vsl_limit_m_s,signal_program,transitions
3300.5,3300.0,0.04897571,0,0,,25.0,0,
3330.5,3330.0,0.0512146,0,0,,25.0,0,
3360.5,3360.0,0.0526139,0,0,,25.0,0,
3390.5,3390.0,0.04876581,0,0,,25.0,0,
3420.5,3420.0,0.03722154,0,0,,25.0,0,
3450.5,3450.0,0.05912068,0,0,,25.0,0,
3480.5,3480.0,0.04281876,0,0,,25.0,0,
3510.5,3510.0,0.03778126,0,0,,25.0,0,
3540.5,3540.0,0.06191929,0,0,,25.0,0,
3570.5,3570.0,0.04841599,0,0,,25.0,0,
3600.5,3600.0,0.03813109,0,0,,25.0,0,
3630.5,3630.0,0.06156946,0,0,,25.0,0,
3660.5,3660.0,0.05772137,0,0,,25.0,0,
3690.5,3690.0,0.05212415,0,0,,25.0,0,
3720.5,3720.0,0.05317363,0,0,,25.0,0,
3750.5,3750.0,0.05317363,0,0,,25.0,0,
3780.5,3780.0,0.00699653,0,0,,25.0,0,
