simulation_time_s,archive_control_time_s,gap_occupancy,vsl_active,rm_active,vsl_lanes,vsl_limit_m_s,signal_program,transitions
2640.5,2640.0,0.17974085,1,0,E_weaving_0,12.0,0,
2670.5,2670.0,0.19954103,1,0,E_weaving_0,12.0,0,
2700.5,2700.0,0.17603269,1,0,E_weaving_0,12.0,0,
2730.5,2730.0,0.17953095,1,0,E_weaving_0,12.0,0,
2760.5,2760.0,0.11509291,1,0,E_weaving_0,12.0,0,
2790.5,2790.0,0.11502295,1,0,E_weaving_0,12.0,0,
2820.5,2820.0,0.12901601,1,0,E_weaving_0,12.0,0,
2850.5,2850.0,0.1381115,1,0,E_weaving_0,12.0,0,
2880.5,2880.0,0.08927572,0,0,E_weaving_0,25.0,0,vsl_off
2910.5,2910.0,0.10718684,0,0,E_weaving_0,25.0,0,
2940.5,2940.0,0.15700213,1,0,E_weaving_0,12.0,0,vsl_on
2970.5,2970.0,0.12901601,1,0,E_weaving_0,12.0,0,
3000.5,3000.0,0.13755177,1,0,E_weaving_0,12.0,0,
3030.5,3030.0,0.11334378,1,0,E_weaving_0,12.0,0,
3060.5,3060.0,0.07220419,0,0,E_weaving_0,25.0,0,vsl_off
3090.5,3090.0,0.1326542,0,0,E_weaving_0,25.0,0,
3120.5,3120.0,0.17967088,1,0,E_weaving_0,12.0,0,vsl_on
3150.5,3150.0,0.19625266,1,0,E_weaving_0,12.0,0,
3180.5,3180.0,0.14615751,1,0,E_weaving_0,12.0,0,
3210.5,3210.0,0.11929083,1,0,E_weaving_0,12.0,0,
3240.5,3240.0,0.06828613,0,0,E_weaving_0,25.0,0,vsl_off
3270.5,3270.0,0.09711183,0,0,E_weaving_0,25.0,0,
3300.5,3300.0,0.14077018,0,0,E_weaving_0,25.0,0,
3330.5,3330.0,0.15539293,1,0,E_weaving_0,12.0,0,vsl_on
3360.5,3360.0,0.12957573,1,0,E_weaving_0,12.0,0,
3390.5,3390.0,0.11033527,1,0,E_weaving_0,12.0,0,
3420.5,3420.0,0.0764021,0,0,E_weaving_0,25.0,0,vsl_off
3450.5,3450.0,0.10522781,0,0,E_weaving_0,25.0,0,
3480.5,3480.0,0.12152972,0,0,E_weaving_0,25.0,0,
3510.5,3510.0,0.13797157,0,0,E_weaving_0,25.0,0,
3540.5,3540.0,0.15595265,1,0,E_weaving_0,12.0,0,vsl_on
3570.5,3570.0,0.17666238,1,0,E_weaving_0,12.0,0,
3600.5,3600.0,0.16938598,1,0,E_weaving_0,12.0,0,
3630.5,3630.0,0.14671723,1,0,E_weaving_0,12.0,0,
3660.5,3660.0,0.14468823,1,0,E_weaving_0,12.0,0,
3690.5,3690.0,0.11726184,1,0,E_weaving_0,12.0,0,
3720.5,3720.0,0.10326878,0,0,E_weaving_0,25.0,0,vsl_off
3750.5,3750.0,0.06464793,0,0,E_weaving_0,25.0,0,
3780.5,3780.0,0.06828613,0,0,E_weaving_0,25.0,0,
3810.5,3810.0,0.06856599,0,0,E_weaving_0,25.0,0,
3840.5,3840.0,0.04841599,0,0,E_weaving_0,25.0,0,
3870.5,3870.0,0.01931042,0,0,E_weaving_0,25.0,0,
3900.5,3900.0,0.04225904,0,0,E_weaving_0,25.0,0,
3930.5,3930.0,0.0,0,0,E_weaving_0,25.0,0,
